input_0,input_1,predicted_0,predicted_1,target_0,target_1,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99
-0.19061358,-0.0915712,-0.12083663,-0.061444566,-0.029647974,0.043247543,0.4324,0.4421,0.4539,0.4636,0.4705,0.4824,0.4836,0.4844,0.4866,0.4915,0.492,0.4949,0.4956,0.499,0.5005,0.504,0.504,0.504,0.5054,0.5073,0.511,0.515,0.517,0.5186,0.5186,0.5186,0.5186,0.519,0.5205,0.5225,0.5225,0.531,0.534,0.534,0.534,0.534,0.535,0.5366,0.537,0.5386,0.5405,0.5405,0.542,0.5425,0.5425,0.5435,0.546,0.547,0.5483,0.5503,0.551,0.551,0.5522,0.558,0.558,0.558,0.5605,0.5635,0.565,0.5664,0.5664,0.5664,0.5674,0.5674,0.569,0.5703,0.572,0.573,0.5747,0.5757,0.58,0.5815,0.5815,0.584,0.584,0.584,0.5884,0.59,0.59,0.5913,0.5923,0.595,0.595,0.5967,0.598,0.602,0.605,0.605,0.6064,0.608,0.6094,0.6133,0.6133,0.6177,0.62,0.6216,0.6343,0.6465,0.6562,0.666
1.7945992,-0.95900565,1.0426317,-0.55403763,1.0339987,-0.6217664,0.3154,0.3271,0.3577,0.3604,0.386,0.3901,0.3923,0.413,0.4143,0.4192,0.429,0.4346,0.4436,0.444,0.4463,0.4485,0.4497,0.4568,0.458,0.4602,0.4685,0.4712,0.472,0.4746,0.4753,0.476,0.492,0.4968,0.5005,0.501,0.509,0.5195,0.522,0.526,0.527,0.5273,0.531,0.535,0.54,0.5405,0.546,0.546,0.553,0.5566,0.558,0.558,0.5605,0.5664,0.5703,0.572,0.573,0.573,0.573,0.5747,0.5747,0.5757,0.5757,0.577,0.58,0.583,0.5854,0.587,0.5884,0.5884,0.59,0.5913,0.5923,0.5923,0.5923,0.5938,0.5938,0.5996,0.602,0.6064,0.608,0.6147,0.616,0.62,0.6245,0.633,0.645,0.6465,0.6523,0.663,0.6675,0.67,0.67,0.6743,0.676,0.678,0.6826,0.6895,0.699,0.7007,0.702,0.7173,0.7256,0.7354,0.7393,0.7837
-0.041378416,0.098952144,-0.06296656,0.031293303,0.024119297,0.06661346,0.427,0.4504,0.4644,0.4734,0.474,0.4746,0.4795,0.4802,0.4824,0.4878,0.496,0.4968,0.4968,0.4968,0.4983,0.5005,0.502,0.5024,0.503,0.5044,0.509,0.5093,0.516,0.517,0.517,0.5195,0.5205,0.5234,0.524,0.5254,0.5254,0.527,0.5273,0.531,0.532,0.532,0.5327,0.5337,0.5356,0.5366,0.5366,0.539,0.541,0.541,0.541,0.542,0.5454,0.5493,0.5503,0.5503,0.5522,0.5537,0.554,0.555,0.555,0.559,0.562,0.5635,0.5635,0.565,0.565,0.5664,0.572,0.572,0.573,0.573,0.5747,0.5747,0.5747,0.5747,0.5757,0.5757,0.5757,0.58,0.58,0.5815,0.5815,0.587,0.5884,0.5913,0.5923,0.5938,0.5938,0.595,0.608,0.608,0.6094,0.6104,0.6104,0.6133,0.6133,0.6187,0.62,0.6216,0.623,0.623,0.6426,0.6436,0.648,0.666
0.06123287,-0.34370306,0.020853106,-0.22156897,-0.010819922,-0.05964482,0.4165,0.4282,0.4365,0.4456,0.4678,0.47,0.4705,0.4727,0.4844,0.4885,0.4893,0.492,0.4941,0.4998,0.5005,0.501,0.503,0.506,0.5063,0.5073,0.508,0.508,0.5103,0.5127,0.5137,0.5137,0.514,0.517,0.521,0.5234,0.524,0.526,0.5273,0.529,0.5303,0.5317,0.5327,0.535,0.5356,0.5356,0.537,0.5376,0.539,0.539,0.5405,0.541,0.544,0.5483,0.5566,0.5566,0.558,0.559,0.559,0.5635,0.565,0.565,0.5664,0.5664,0.5674,0.5674,0.5674,0.569,0.573,0.573,0.5747,0.5747,0.5757,0.577,0.577,0.5786,0.58,0.58,0.58,0.5815,0.583,0.584,0.584,0.5854,0.5913,0.5923,0.5923,0.5938,0.5938,0.5967,0.598,0.5996,0.5996,0.602,0.605,0.605,0.608,0.6094,0.616,0.62,0.633,0.6353,0.6465,0.651,0.6533,0.67
-0.9157917,-2.2121816,-0.32975906,-0.99577665,-0.34728605,-1.0194596,0.2808,0.3486,0.3528,0.3584,0.3728,0.3833,0.3867,0.4033,0.4233,0.424,0.429,0.4316,0.4324,0.44,0.4512,0.4526,0.4622,0.4636,0.465,0.4663,0.4663,0.4663,0.4678,0.4768,0.4802,0.481,0.4844,0.4858,0.4941,0.4983,0.499,0.499,0.5063,0.515,0.524,0.524,0.526,0.5273,0.528,0.5337,0.534,0.5366,0.5376,0.539,0.5435,0.547,0.5483,0.5493,0.5503,0.5503,0.5537,0.5605,0.562,0.5703,0.572,0.5757,0.5815,0.583,0.584,0.5854,0.5854,0.5913,0.595,0.601,0.601,0.601,0.602,0.6035,0.6035,0.6094,0.6104,0.6147,0.6177,0.626,0.626,0.627,0.6284,0.6367,0.6367,0.6426,0.6426,0.6426,0.6436,0.6533,0.6577,0.6616,0.6646,0.669,0.673,0.6743,0.6772,0.691,0.702,0.7046,0.7075,0.72,0.7285,0.7466,0.777,0.7783
-1.5757955,0.6564955,-0.8193859,0.27554554,-0.8647111,0.28694877,0.334,0.3667,0.3928,0.3992,0.4048,0.4124,0.4233,0.4275,0.4304,0.44,0.452,0.4546,0.4568,0.4573,0.461,0.4614,0.463,0.4685,0.4727,0.4746,0.4783,0.4788,0.49,0.4934,0.4934,0.4956,0.4983,0.5005,0.501,0.5024,0.504,0.5107,0.512,0.5137,0.5156,0.5195,0.522,0.5273,0.529,0.5293,0.531,0.5327,0.5327,0.535,0.5356,0.537,0.539,0.5435,0.545,0.545,0.546,0.549,0.549,0.549,0.5522,0.558,0.5635,0.5674,0.569,0.573,0.577,0.5786,0.5815,0.5815,0.5815,0.583,0.5913,0.605,0.605,0.6104,0.616,0.6187,0.6187,0.6216,0.6216,0.6245,0.6245,0.6245,0.627,0.6284,0.633,0.6353,0.6367,0.6426,0.6436,0.645,0.645,0.6562,0.6616,0.6646,0.666,0.666,0.6826,0.6855,0.688,0.702,0.7036,0.734,0.7383,0.7603
-0.08513112,-1.2354085,-0.033191517,-0.9179981,-0.08196069,-1.0704429,0.3762,0.384,0.409,0.4275,0.4312,0.4373,0.4456,0.4539,0.463,0.4644,0.4692,0.4768,0.4783,0.4802,0.4802,0.4844,0.485,0.4858,0.49,0.49,0.4934,0.4956,0.4956,0.499,0.5005,0.502,0.5054,0.5054,0.5063,0.508,0.509,0.517,0.519,0.5244,0.5337,0.535,0.539,0.54,0.54,0.5405,0.5405,0.541,0.5435,0.546,0.546,0.546,0.5483,0.5493,0.5493,0.5493,0.5503,0.5522,0.553,0.5537,0.5537,0.5605,0.5703,0.573,0.573,0.5747,0.5757,0.5757,0.577,0.5786,0.5786,0.58,0.58,0.5815,0.583,0.5854,0.5854,0.5884,0.595,0.5967,0.598,0.602,0.6035,0.6035,0.6035,0.6035,0.605,0.605,0.6104,0.612,0.6147,0.62,0.62,0.6216,0.626,0.627,0.6367,0.641,0.6426,0.651,0.6606,0.681,0.6826,0.6826,0.691,0.712
-0.58448195,-0.5918908,-0.38828707,-0.4152373,-0.25946155,-0.3080867,0.415,0.4304,0.433,0.449,0.461,0.472,0.4727,0.476,0.4768,0.4788,0.4836,0.4885,0.4893,0.492,0.4968,0.5005,0.5024,0.5073,0.508,0.5103,0.511,0.5137,0.514,0.5176,0.5195,0.5195,0.5205,0.521,0.5234,0.5254,0.532,0.5327,0.5356,0.5376,0.5386,0.539,0.54,0.5405,0.5405,0.542,0.5425,0.545,0.546,0.547,0.5474,0.5483,0.5483,0.549,0.549,0.5493,0.5493,0.5503,0.5503,0.551,0.5566,0.5566,0.558,0.559,0.559,0.5605,0.565,0.5664,0.5664,0.5664,0.5674,0.5674,0.569,0.5747,0.5786,0.58,0.5815,0.583,0.584,0.5854,0.587,0.5884,0.5884,0.5913,0.5967,0.5996,0.5996,0.601,0.6064,0.608,0.608,0.612,0.616,0.6216,0.6216,0.623,0.623,0.6245,0.627,0.6367,0.641,0.641,0.6577,0.663,0.681,0.681
-0.1609304,-1.7987963,-0.03851235,-1.0523039,-0.05873181,-1.0948955,0.3486,0.3528,0.3645,0.386,0.4172,0.4233,0.4312,0.4373,0.4387,0.4456,0.4497,0.4497,0.452,0.4678,0.4685,0.47,0.4712,0.472,0.472,0.4795,0.4802,0.4817,0.4844,0.4858,0.4907,0.492,0.492,0.496,0.5005,0.5024,0.504,0.5063,0.508,0.5093,0.512,0.5186,0.524,0.5254,0.527,0.528,0.5293,0.537,0.539,0.544,0.545,0.547,0.5566,0.559,0.559,0.5605,0.5674,0.569,0.569,0.5703,0.5703,0.5747,0.5747,0.5786,0.5786,0.58,0.5815,0.583,0.584,0.584,0.584,0.5854,0.587,0.5884,0.59,0.59,0.59,0.5923,0.5938,0.595,0.598,0.6035,0.608,0.6094,0.6094,0.6147,0.6187,0.6216,0.63,0.63,0.6313,0.633,0.6353,0.6426,0.6562,0.6562,0.659,0.6616,0.67,0.6826,0.6855,0.6963,0.7036,0.721,0.721,0.7534
0.3488535,-2.0529656,0.24670753,-1.0669684,0.2271208,-1.102768,0.3132,0.3506,0.3562,0.3792,0.38,0.386,0.4033,0.413,0.4429,0.447,0.4478,0.4504,0.4512,0.4512,0.452,0.4539,0.4546,0.458,0.4595,0.467,0.4788,0.4802,0.4802,0.4824,0.4907,0.4927,0.496,0.4976,0.4976,0.4983,0.5005,0.504,0.5044,0.5044,0.5054,0.5063,0.508,0.521,0.526,0.527,0.5303,0.5303,0.5317,0.534,0.535,0.5376,0.54,0.546,0.547,0.549,0.559,0.562,0.565,0.5664,0.5674,0.5674,0.5703,0.5703,0.5747,0.577,0.577,0.5815,0.583,0.5854,0.5854,0.59,0.59,0.5938,0.595,0.598,0.5996,0.601,0.601,0.601,0.6094,0.6094,0.6104,0.612,0.6177,0.6177,0.6245,0.6245,0.626,0.6343,0.6367,0.638,0.645,0.6465,0.6562,0.6606,0.6772,0.6865,0.691,0.691,0.706,0.7144,0.72,0.731,0.7603,0.774
-2.0446124,-2.2383835,-0.62308073,-0.799062,-0.64695996,-0.83311915,0.2107,0.3354,0.3381,0.3438,0.3762,0.3777,0.3853,0.3887,0.3984,0.4048,0.4055,0.418,0.4214,0.424,0.4387,0.4395,0.4407,0.4414,0.4429,0.4448,0.4485,0.4504,0.4587,0.476,0.481,0.481,0.4817,0.485,0.492,0.496,0.4976,0.504,0.504,0.506,0.5063,0.5103,0.511,0.515,0.516,0.5176,0.5186,0.5195,0.522,0.531,0.5337,0.5435,0.553,0.5566,0.5605,0.562,0.5674,0.572,0.5786,0.5786,0.58,0.583,0.584,0.5854,0.5884,0.59,0.5923,0.5967,0.5967,0.5967,0.605,0.6094,0.6147,0.6147,0.6177,0.6187,0.623,0.6245,0.626,0.6343,0.6396,0.6426,0.651,0.6533,0.6577,0.6606,0.663,0.6646,0.666,0.6675,0.67,0.6743,0.6743,0.6855,0.688,0.6924,0.699,0.7036,0.7227,0.731,0.7383,0.767,0.782,0.7837,0.8086,0.8115
1.4878376,0.77358854,0.83481336,0.123327136,0.62510794,0.24132197,0.3604,0.3735,0.3735,0.3958,0.413,0.4158,0.422,0.4263,0.4275,0.4282,0.4316,0.4338,0.4395,0.4429,0.4456,0.4478,0.463,0.467,0.4705,0.474,0.476,0.4768,0.481,0.4824,0.4824,0.4915,0.496,0.4983,0.5005,0.5054,0.5073,0.5093,0.515,0.5156,0.516,0.5195,0.5205,0.5234,0.524,0.524,0.5244,0.528,0.5293,0.5293,0.5327,0.5337,0.5356,0.5376,0.5425,0.545,0.5474,0.549,0.552,0.555,0.558,0.559,0.5605,0.5605,0.562,0.5674,0.569,0.573,0.573,0.5786,0.5786,0.5815,0.5884,0.595,0.595,0.5967,0.598,0.608,0.612,0.612,0.62,0.62,0.623,0.6245,0.6284,0.63,0.6367,0.6367,0.6465,0.6465,0.648,0.6523,0.6562,0.6606,0.666,0.669,0.67,0.67,0.6743,0.688,0.6953,0.6963,0.713,0.7466,0.752,0.795
0.28918862,0.5259353,0.1120764,0.26334965,0.033500902,0.115856774,0.406,0.456,0.4568,0.463,0.4644,0.4663,0.4678,0.481,0.4824,0.4824,0.4836,0.487,0.487,0.49,0.49,0.4956,0.496,0.499,0.5005,0.5005,0.501,0.506,0.5063,0.5103,0.5103,0.5103,0.5127,0.5137,0.5156,0.516,0.516,0.5176,0.5186,0.5205,0.5225,0.524,0.5317,0.5337,0.535,0.5366,0.5366,0.54,0.5435,0.5454,0.546,0.546,0.546,0.546,0.546,0.5474,0.549,0.551,0.552,0.552,0.552,0.558,0.559,0.5605,0.562,0.562,0.565,0.5664,0.569,0.5703,0.5703,0.5703,0.573,0.5747,0.5757,0.5757,0.577,0.58,0.584,0.584,0.5884,0.5923,0.5923,0.5923,0.5938,0.595,0.5967,0.5996,0.6035,0.6064,0.608,0.612,0.6216,0.623,0.623,0.6245,0.627,0.6284,0.6284,0.63,0.6353,0.651,0.659,0.6616,0.6646,0.6978
0.93357146,-0.3478526,0.6960546,-0.36237055,0.50576264,-0.2784735,0.372,0.4185,0.4316,0.4395,0.4429,0.444,0.4478,0.4485,0.449,0.4497,0.4504,0.4553,0.4614,0.4685,0.492,0.4927,0.4934,0.496,0.4968,0.4976,0.5005,0.5005,0.502,0.504,0.5054,0.5093,0.5107,0.5127,0.515,0.516,0.516,0.5176,0.519,0.522,0.5225,0.5254,0.531,0.532,0.5356,0.5376,0.54,0.542,0.5435,0.549,0.549,0.5522,0.553,0.559,0.559,0.559,0.559,0.562,0.562,0.5635,0.565,0.5674,0.5674,0.569,0.5703,0.5703,0.5747,0.5786,0.58,0.58,0.58,0.584,0.5854,0.5854,0.587,0.5884,0.59,0.5913,0.5913,0.5938,0.5938,0.595,0.595,0.5967,0.6064,0.608,0.6094,0.6094,0.612,0.612,0.612,0.6147,0.616,0.6177,0.6187,0.623,0.63,0.633,0.633,0.6353,0.6436,0.655,0.6646,0.6797,0.684,0.691
0.21776439,-0.6600148,0.15779187,-0.48382849,0.10433513,-0.4755109,0.3984,0.4026,0.438,0.4395,0.4421,0.4539,0.4727,0.476,0.4775,0.4775,0.4783,0.4795,0.4836,0.485,0.4858,0.4907,0.492,0.4949,0.4976,0.502,0.504,0.5044,0.506,0.5103,0.5107,0.511,0.512,0.5156,0.5156,0.516,0.516,0.519,0.5195,0.5195,0.5195,0.5254,0.528,0.5293,0.531,0.534,0.54,0.542,0.5454,0.551,0.552,0.552,0.554,0.554,0.555,0.5566,0.558,0.559,0.5605,0.562,0.562,0.562,0.5635,0.565,0.565,0.565,0.569,0.572,0.577,0.577,0.58,0.58,0.5815,0.5815,0.583,0.583,0.584,0.5854,0.587,0.5884,0.59,0.5913,0.5938,0.5938,0.595,0.598,0.598,0.598,0.5996,0.601,0.602,0.602,0.608,0.6104,0.6133,0.616,0.6187,0.6187,0.6216,0.623,0.6465,0.6533,0.6606,0.6616,0.673,0.6743
1.1130987,0.91577893,0.5049883,0.40209132,0.5651727,0.39209592,0.3762,0.3901,0.4006,0.409,0.4233,0.4233,0.4248,0.4373,0.4407,0.4448,0.4456,0.4456,0.452,0.4573,0.4622,0.465,0.467,0.4775,0.481,0.4824,0.483,0.4836,0.485,0.4878,0.4893,0.4893,0.496,0.5005,0.5044,0.508,0.508,0.514,0.5176,0.519,0.5195,0.5205,0.5225,0.524,0.524,0.5244,0.5254,0.532,0.5327,0.5337,0.5337,0.537,0.5376,0.542,0.544,0.545,0.546,0.547,0.5474,0.552,0.5522,0.553,0.553,0.559,0.559,0.565,0.5674,0.5674,0.569,0.5703,0.572,0.5747,0.583,0.583,0.587,0.587,0.5884,0.59,0.5967,0.608,0.6104,0.6133,0.6147,0.6147,0.6177,0.6216,0.6245,0.6284,0.6313,0.6343,0.638,0.6465,0.648,0.6494,0.651,0.655,0.6616,0.6646,0.666,0.67,0.6865,0.6895,0.6895,0.7256,0.749,0.767
-0.7594904,-1.1479269,-0.46432936,-0.7892307,-0.548393,-0.8785707,0.363,0.4185,0.4207,0.4282,0.4297,0.4304,0.4478,0.4692,0.47,0.4712,0.4734,0.4768,0.4768,0.4788,0.4817,0.4824,0.4836,0.4836,0.485,0.4878,0.4968,0.4983,0.499,0.5093,0.5093,0.5107,0.5127,0.5137,0.5137,0.514,0.515,0.5156,0.5176,0.5186,0.5195,0.526,0.527,0.527,0.5293,0.539,0.54,0.5474,0.5483,0.549,0.5493,0.5503,0.5503,0.551,0.552,0.5522,0.5537,0.554,0.555,0.5566,0.558,0.558,0.5664,0.569,0.569,0.569,0.5703,0.572,0.5757,0.577,0.5786,0.5786,0.5786,0.58,0.5815,0.5815,0.59,0.5938,0.605,0.605,0.6064,0.608,0.6094,0.6094,0.612,0.612,0.6147,0.6147,0.6177,0.6187,0.62,0.6216,0.623,0.626,0.6284,0.6367,0.641,0.6426,0.6436,0.651,0.6523,0.6772,0.6855,0.702,0.706,0.7173
0.42652348,0.7440239,0.19245484,0.39346516,0.03261626,0.13790968,0.3936,0.4395,0.4429,0.4485,0.4512,0.4622,0.4622,0.467,0.4753,0.4802,0.4817,0.4817,0.4824,0.4836,0.4844,0.4858,0.487,0.4878,0.4885,0.4907,0.492,0.4956,0.4968,0.4998,0.501,0.506,0.5073,0.5103,0.5103,0.512,0.512,0.5186,0.521,0.5234,0.526,0.527,0.5327,0.5356,0.537,0.537,0.537,0.537,0.5386,0.5405,0.542,0.542,0.544,0.545,0.5483,0.551,0.5522,0.553,0.554,0.5566,0.558,0.558,0.559,0.559,0.5605,0.5635,0.565,0.5664,0.5664,0.572,0.572,0.573,0.5757,0.5757,0.5786,0.58,0.5815,0.583,0.5884,0.59,0.5938,0.595,0.5967,0.598,0.5996,0.602,0.6035,0.6035,0.608,0.6104,0.6133,0.6187,0.6216,0.6245,0.6284,0.6353,0.6367,0.6396,0.6436,0.6494,0.6494,0.6562,0.678,0.6797,0.702,0.709
0.19502085,-0.8696089,0.16605002,-0.6474086,0.10655513,-0.4825249,0.3887,0.3901,0.433,0.4353,0.438,0.444,0.4644,0.465,0.472,0.4734,0.4734,0.4788,0.481,0.4844,0.4844,0.485,0.4858,0.4885,0.49,0.4949,0.4949,0.5005,0.502,0.5103,0.5103,0.5107,0.514,0.519,0.5195,0.5195,0.5205,0.521,0.521,0.522,0.524,0.527,0.5303,0.532,0.5327,0.5337,0.5356,0.545,0.547,0.5474,0.5493,0.5503,0.551,0.553,0.558,0.558,0.558,0.559,0.562,0.5635,0.5635,0.565,0.5664,0.5664,0.5664,0.5674,0.5674,0.5703,0.573,0.573,0.5757,0.5757,0.5786,0.583,0.583,0.584,0.584,0.587,0.59,0.5923,0.595,0.595,0.595,0.595,0.598,0.598,0.601,0.602,0.6035,0.6035,0.605,0.612,0.6133,0.6147,0.6147,0.62,0.62,0.623,0.63,0.633,0.6577,0.659,0.669,0.6743,0.676,0.6772
-0.6611239,0.26906028,-0.4018191,0.13645294,-0.27223796,0.078212544,0.4263,0.4395,0.4485,0.4546,0.458,0.47,0.47,0.4712,0.472,0.4753,0.476,0.4866,0.4885,0.4885,0.4915,0.492,0.4956,0.4983,0.501,0.506,0.508,0.5093,0.5127,0.5137,0.5156,0.5176,0.519,0.5195,0.5195,0.5195,0.522,0.5225,0.5225,0.5234,0.5254,0.5273,0.528,0.534,0.539,0.54,0.542,0.544,0.544,0.545,0.5454,0.5454,0.5483,0.5483,0.5493,0.5493,0.551,0.552,0.5522,0.5537,0.555,0.558,0.5605,0.562,0.562,0.5635,0.5635,0.5635,0.565,0.5664,0.5674,0.5703,0.5703,0.5747,0.5757,0.5815,0.5815,0.583,0.5854,0.5854,0.587,0.5938,0.5938,0.595,0.598,0.5996,0.601,0.6035,0.6064,0.612,0.612,0.6147,0.6216,0.6284,0.6284,0.63,0.6343,0.638,0.6396,0.6396,0.6426,0.651,0.6523,0.655,0.666,0.669
-1.3918209,1.639953,-0.60290146,0.6000775,-0.6185564,0.613771,0.2224,0.296,0.3042,0.3445,0.352,0.3784,0.3867,0.3965,0.397,0.4026,0.4075,0.4143,0.415,0.4172,0.418,0.4324,0.4353,0.4429,0.4448,0.447,0.4568,0.4573,0.463,0.465,0.4678,0.4692,0.481,0.4858,0.4866,0.4907,0.4956,0.499,0.502,0.504,0.5063,0.5063,0.515,0.5186,0.5205,0.5225,0.5234,0.526,0.527,0.529,0.5293,0.532,0.5337,0.537,0.539,0.5405,0.546,0.551,0.5566,0.559,0.559,0.559,0.5664,0.5674,0.5674,0.5703,0.583,0.5854,0.5884,0.59,0.5938,0.598,0.602,0.6133,0.6216,0.6216,0.623,0.626,0.627,0.6343,0.638,0.6396,0.6436,0.648,0.6562,0.659,0.663,0.6646,0.6646,0.6675,0.6675,0.67,0.673,0.676,0.6855,0.699,0.7036,0.7285,0.7354,0.7383,0.749,0.795,0.7964,0.798,0.8047,0.831
-0.13363644,0.33088475,-0.09899387,0.15413207,-0.03466729,0.14705217,0.4263,0.4622,0.4678,0.472,0.4753,0.4753,0.4753,0.4753,0.4775,0.4788,0.49,0.4907,0.492,0.492,0.4941,0.496,0.4968,0.499,0.4998,0.5005,0.5024,0.5054,0.506,0.5127,0.5137,0.514,0.5195,0.5205,0.526,0.526,0.528,0.528,0.529,0.5303,0.5303,0.5327,0.5337,0.5337,0.537,0.5386,0.539,0.5405,0.542,0.5425,0.5435,0.545,0.545,0.5454,0.546,0.5483,0.549,0.5493,0.5503,0.5566,0.558,0.559,0.5605,0.5605,0.5605,0.562,0.5635,0.5664,0.5674,0.569,0.569,0.569,0.572,0.573,0.573,0.573,0.5747,0.5757,0.577,0.577,0.58,0.583,0.5854,0.59,0.5923,0.5923,0.5967,0.601,0.602,0.602,0.6035,0.6064,0.6104,0.6147,0.616,0.6177,0.62,0.623,0.6245,0.633,0.6396,0.645,0.648,0.6494,0.6562,0.666
1.1509771,-0.16610353,0.8633789,-0.3018564,0.581574,-0.16347279,0.3584,0.404,0.4116,0.4365,0.4365,0.4387,0.4407,0.4421,0.4463,0.4497,0.4573,0.4602,0.4663,0.4663,0.4678,0.4692,0.476,0.4783,0.4907,0.4927,0.4941,0.4949,0.4976,0.499,0.502,0.502,0.5054,0.506,0.509,0.509,0.5107,0.514,0.515,0.515,0.5156,0.519,0.521,0.537,0.539,0.54,0.541,0.5474,0.5503,0.554,0.554,0.555,0.5566,0.558,0.559,0.559,0.559,0.5664,0.5703,0.5703,0.572,0.572,0.573,0.573,0.5747,0.5757,0.58,0.58,0.5815,0.5815,0.583,0.5854,0.587,0.587,0.5884,0.59,0.5913,0.5913,0.598,0.598,0.608,0.608,0.608,0.6094,0.6104,0.6104,0.612,0.612,0.6133,0.6133,0.6177,0.6177,0.6245,0.626,0.627,0.6313,0.633,0.6353,0.6367,0.641,0.651,0.6606,0.681,0.681,0.7036,0.709
-0.19223669,-1.9008552,-0.046019465,-1.0601517,-0.06465251,-1.0957547,0.3423,0.3445,0.3625,0.3777,0.4138,0.4158,0.427,0.4312,0.4358,0.4436,0.4436,0.4463,0.4512,0.4614,0.4636,0.4644,0.4656,0.4678,0.4734,0.4753,0.476,0.4802,0.4817,0.4836,0.49,0.4941,0.4941,0.4949,0.5005,0.503,0.504,0.504,0.5054,0.5137,0.514,0.5156,0.5195,0.5234,0.5254,0.526,0.529,0.535,0.5376,0.5435,0.5435,0.549,0.5605,0.5605,0.5605,0.565,0.5664,0.5664,0.569,0.5703,0.572,0.5747,0.5747,0.577,0.5815,0.5815,0.583,0.584,0.5854,0.5884,0.5884,0.5884,0.5884,0.5913,0.5913,0.5913,0.5923,0.5923,0.5967,0.598,0.598,0.6035,0.6094,0.612,0.6147,0.6177,0.6216,0.6216,0.633,0.633,0.6353,0.638,0.6396,0.6523,0.659,0.6606,0.6616,0.666,0.6772,0.6826,0.6895,0.7046,0.7075,0.7285,0.7285,0.7603
-0.5423695,0.47210428,-0.33338082,0.24216792,-0.21112405,0.1403727,0.415,0.429,0.4497,0.4568,0.4595,0.461,0.4663,0.4685,0.4746,0.4783,0.4802,0.4836,0.485,0.4866,0.4878,0.492,0.4927,0.496,0.4976,0.499,0.506,0.5073,0.5073,0.508,0.511,0.515,0.5156,0.516,0.517,0.5195,0.521,0.5254,0.527,0.5273,0.5273,0.5273,0.5293,0.531,0.5317,0.5376,0.54,0.541,0.542,0.5425,0.5425,0.5435,0.547,0.547,0.5474,0.549,0.5493,0.5503,0.553,0.553,0.555,0.555,0.5605,0.5635,0.5635,0.565,0.5664,0.5664,0.5664,0.5674,0.569,0.569,0.573,0.573,0.5747,0.5786,0.583,0.583,0.587,0.587,0.59,0.5913,0.598,0.5996,0.5996,0.5996,0.6035,0.6064,0.608,0.6104,0.6147,0.6147,0.6177,0.6177,0.63,0.63,0.6343,0.6367,0.6436,0.645,0.6523,0.6533,0.6562,0.659,0.6675,0.684
-1.3553833,0.039478872,-0.7705654,-0.021120753,-0.9365137,-0.019000186,0.4048,0.42,0.422,0.429,0.4297,0.4304,0.4312,0.456,0.4573,0.461,0.4685,0.4705,0.4844,0.485,0.4858,0.4907,0.492,0.4927,0.496,0.496,0.4976,0.4998,0.5005,0.503,0.503,0.506,0.509,0.5103,0.512,0.5127,0.5137,0.5137,0.519,0.521,0.5234,0.5293,0.5317,0.5317,0.5317,0.535,0.54,0.5425,0.5425,0.5454,0.546,0.551,0.553,0.554,0.555,0.555,0.559,0.559,0.559,0.5605,0.5605,0.5635,0.5635,0.5703,0.5703,0.572,0.573,0.5747,0.5786,0.58,0.5854,0.587,0.5913,0.5923,0.5938,0.5938,0.595,0.595,0.601,0.602,0.602,0.6064,0.6094,0.6133,0.6133,0.6147,0.616,0.62,0.6284,0.6343,0.6343,0.6343,0.6343,0.6353,0.6436,0.6465,0.651,0.6562,0.6577,0.663,0.663,0.666,0.6675,0.676,0.678,0.684
-1.8052857,1.1876998,-0.7668946,0.4130249,-0.78710234,0.43567276,0.2467,0.3174,0.332,0.3694,0.3713,0.375,0.3833,0.3977,0.4,0.4124,0.418,0.4207,0.4233,0.4233,0.4387,0.4414,0.4497,0.4504,0.4539,0.4546,0.463,0.4636,0.4656,0.4678,0.4692,0.4692,0.472,0.481,0.4836,0.487,0.49,0.496,0.503,0.503,0.5054,0.5054,0.508,0.5107,0.5107,0.5127,0.5156,0.5176,0.519,0.519,0.5234,0.529,0.5303,0.5386,0.542,0.545,0.5503,0.5566,0.5566,0.558,0.559,0.562,0.5635,0.5674,0.5703,0.573,0.5786,0.584,0.59,0.595,0.5967,0.5996,0.602,0.602,0.608,0.612,0.6216,0.6245,0.6245,0.627,0.633,0.633,0.6436,0.6494,0.651,0.6523,0.6533,0.6562,0.663,0.666,0.669,0.67,0.6714,0.6714,0.673,0.684,0.6855,0.7104,0.716,0.72,0.752,0.7534,0.7905,0.792,0.8145,0.8213
